Doug,Make,Model,Version,Kilometers,Engine,Fuel Type,Transmission,Year,City,Price,Currency,Link
BMW i3 2015,BMW,S 1000 RR,2.5 Cs Dx Pack 120cv 4x4 - I3,5000 km,4 tiempos,Nafta,Manual,2015,Capital Federal,35900,USD,https://moto.mercadolibre.com.ar/MLA-1389839529-bmw-s1000rr-s-1000-rr-permuto-qr-motors-_JM
BMW i3 2015,BMW,GS 1200 mod 2015,2.5 Cs Dx Pack 120cv 4x4 - I3,57000 km,4 tiempos,Nafta,Manual,2015,Cipolletti,30000,USD,https://moto.mercadolibre.com.ar/MLA-1530344036-bmw-gs-1200-mod-2015-_JM
BMW i3 2015,BMW,Gs 1200,2.5 Cs Dx Pack 120cv 4x4 - I3,45000 km,4 tiempos,Nafta,Manual,2015,San Isidro,33500,USD,https://moto.mercadolibre.com.ar/MLA-1543881844-bmw-gs-1200-_JM
BMW i3 2015,BMW,G 650 GS,2.5 Cs Dx Pack 120cv 4x4 - I3,12700 km,4 tiempos,Nafta,Manual,2015,San Martin de los Andes,12300,USD,https://moto.mercadolibre.com.ar/MLA-1391873267-bmw-g650gs-_JM
BMW i3 2015,BMW,R 1200 Gs,2.5 Cs Dx Pack 120cv 4x4 - I3,36000 km,4 tiempos,Nafta,Manual,2015,Quilmes,32000,USD,https://moto.mercadolibre.com.ar/MLA-1528921806-bmw-gs-1200-r-gs1200-f-1200-gs--_JM
BMW i3 2015,BMW,R 1200 Gs,2.5 Cs Dx Pack 120cv 4x4 - I3,56000 km,4 tiempos,Nafta,Manual,2015,Rosario,33900,USD,https://moto.mercadolibre.com.ar/MLA-1513287746-bmw-r-1200-gs-full-roshaus-permutas-financiacion-_JM
BMW i3 2015,BMW,GS 1200R,2.5 Cs Dx Pack 120cv 4x4 - I3,36000 km,4 tiempos,Nafta,Manual,2015,Quilmes,32000,USD,https://moto.mercadolibre.com.ar/MLA-1527036928-bmw-gs-1200r-modelo-2015-36000kms-_JM
BMW i3 2015,BMW,1200 gs,2.5 Cs Dx Pack 120cv 4x4 - I3,51000 km,2.5,Diésel,Manual,2015,San Vicente,27500,USD,https://moto.mercadolibre.com.ar/MLA-1530294678-bmw-r-1200-gs-ano-2015-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x2 Electronico,210000 km,2.8,Diésel,Manual,2009,Capital Federal,8500,ARS,https://auto.mercadolibre.com.ar/MLA-1510666096-chevrolet-blazer-2009-28-cdoble-dlx-4x2-cassano-automobili-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx I 4x4,127000 km,2.8,Diésel,Manual,2004,Capital Federal,8000,ARS,https://auto.mercadolibre.com.ar/MLA-1390871081-chevrolet-blazer-2004-28-dlx-i-4x4-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x4 Electronico,189000 km,2.8,Diésel,Manual,2009,Lomas de Zamora,12000,ARS,https://auto.mercadolibre.com.ar/MLA-1533908310-chevrolet-blazer-28-4x4-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx I 4x4,190000 km,2.8,Diésel,Manual,2006,Funes,9000,ARS,https://auto.mercadolibre.com.ar/MLA-1530401042-chevrolet-blazer-2006-28-dlx-i-4x4-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x4 Electronico,160000 km,4.3,Nafta,Manual,2009,Pilar,5500,ARS,https://auto.mercadolibre.com.ar/MLA-1390283747-chevrolet-blazer-dlx-28-tdi-4x2-l09-2009-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x2 Electronico,210000 km,2.8,Diésel,Manual,2009,Capital Federal,8500,ARS,https://auto.mercadolibre.com.ar/MLA-1510921296-chevrolet-blazer-2009-28-cdoble-dlx-4x2-electronico-cassano-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x2 Electronico,292000 km,2.8,Diésel,Manual,2009,Córdoba,6200000,ARS,https://auto.mercadolibre.com.ar/MLA-1512255600-chevrolet-blazer-2009-28-cdoble-dlx-4x2-electronico-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx 4x2,190000 km,2.8,Nafta/GNC,Manual,1999,Quilmes,5290000,ARS,https://auto.mercadolibre.com.ar/MLA-1390992923-chevrolet-blazer-dlx-4x2-22-naftagnc-_JM
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx 4x2,245000 km,2.8,Diésel,Manual,1998,Lomas de Zamora,3200000,ARS,https://auto.mercadolibre.com.ar/MLA-1531074322-chevrolet-blazer-1998-28-dlx-4x2-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,92567 km,3.2,Diésel,Automática,2019,Pilar,21000000,ARS,https://auto.mercadolibre.com.ar/MLA-1393375677-ford-ranger-32-cd-limited-tdci-200cv-automatica-usado-ls-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,157000 km,3.2,Diésel,Manual,2019,Cañuelas,14500000,ARS,https://auto.mercadolibre.com.ar/MLA-1386674405-ford-ranger-4x4-xls-_JM
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x4,110000 km,2.2,Eléctrico,Manual,2019,Mar del Plata,18800,ARS,https://auto.mercadolibre.com.ar/MLA-1390849499-ford-ranger-22-xl-4x4-2019-services-oficiales-impecable-_JM
Ford Ranger 2019,Ford,Ranger Raptor,2.0l Biturbo Cabina Doble 4x4,97000 km,2.0,Diésel,Automática,2020,Vicente López,39900,ARS,https://auto.mercadolibre.com.ar/MLA-1392821873-ford-ranger-raptor-2019-en-garantia-_JM
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,65000 km,3.2,Diésel,Automática,2019,Pilar,31000,ARS,https://auto.mercadolibre.com.ar/MLA-1385968287-ford-ranger-black-edition-cabina-doble-4x4-diesel-at-_JM
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,115000 km,3.2,Diésel,Automática,2019,Berazategui,25500,ARS,https://auto.mercadolibre.com.ar/MLA-1391379033-ford-ranger-2019-black-edition-cabina-doble-4x4-diesel-at-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,30932 km,3.2,Diésel,Manual,2019,Capital Federal,27140000,ARS,https://auto.mercadolibre.com.ar/MLA-1485494174-ford-ranger-32-xls-4x4-manual-dc-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Manual,47000 km,3.2,Diésel,Manual,2019,Río Cuarto,21800000,ARS,https://auto.mercadolibre.com.ar/MLA-1510665526-ford-ranger-limited-32-4x4-6mt-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,111000 km,3.2,Diésel,Manual,2019,Río Cuarto,15400000,ARS,https://auto.mercadolibre.com.ar/MLA-1385298023-ford-ranger-32-xls-4x2-6mt-dc-2019-_JM
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 125cv 4x4,74000 km,2.2,Eléctrico,Manual,2019,Vicente López,17500,ARS,https://auto.mercadolibre.com.ar/MLA-1380817025-ford-ranger-2019-22-cd-xl-tdci-125cv-4x4-lesbleus-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Manual,95000 km,3.2,Diésel,Manual,2019,Capital Federal,22500,ARS,https://auto.mercadolibre.com.ar/MLA-1485834168-ford-ranger-32-4x4-limited-manual-2019-rpm-moviles-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x2,97410 km,3.2,Eléctrico,Automática,2019,Córdoba,19100000,ARS,https://auto.mercadolibre.com.ar/MLA-1504426118-ford-ranger-dc-4x2-xlt-at-32l-d-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,119000 km,3.2,Diésel,Automática,2019,Beccar,21500,ARS,https://auto.mercadolibre.com.ar/MLA-1518307664-ford-ranger-xlt-4x4-automatica-2019-_JM
Ford Ranger 2019,Ford,Ranger,2.5 Cd Ivct Xlt 166cv,70000 km,2.5,Nafta,Manual,2019,Capital Federal,20000,ARS,https://auto.mercadolibre.com.ar/MLA-1393054653-ford-ranger-2019-25-cd-ivct-xlt-166cv-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,31000 km,3.2,Diésel,Automática,2019,Mar del Plata,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1533710394-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,55000 km,3.2,Diésel,Automática,2019,General San Martín,30900,ARS,https://auto.mercadolibre.com.ar/MLA-1385751849-ford-ranger-2019-black-edition-cabina-doble-4x4-diesel-at-_JM
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,80000 km,2.2,Eléctrico,Manual,2019,San Fernando,17000,ARS,https://auto.mercadolibre.com.ar/MLA-1393180743-ford-ranger-2019-22-cd-xl-tdci-150cv-4x2-_JM
Ford Ranger 2019,Ford,Ranger,3.2 TDI 4X4 DC LTD AT L16,163296 km,TURBO DIESEL INYECCION,Diésel,Automática,2019,Pergamino,16500000,ARS,https://auto.mercadolibre.com.ar/MLA-1392957475-ford-ranger-32-tdi-4x4-dc-ltd-at-l16-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd 4x4 Limited Tdci 200cv At,1000 km,3.2,Diésel,Automática,2016,Tigre,32000,ARS,https://auto.mercadolibre.com.ar/MLA-1391008219-lancha-classer-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,73000 km,3.2,Diésel,Automática,2019,Pilar,28500,ARS,https://auto.mercadolibre.com.ar/MLA-1390437095-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Automática,100000 km,3.2,Diésel,Automática,2019,San Pedro,22000,ARS,https://auto.mercadolibre.com.ar/MLA-1393258011-ford-ranger-2019-32-cd-xls-tdci-200cv-automatica-_JM
Ford Ranger 2019,Ford,Ranger Raptor,2.0 Tdi Dc 4x4 Aut,100000 km,3.2,Diésel,Automática,2019,Villa María,28500000,ARS,https://auto.mercadolibre.com.ar/MLA-1511805668-ford-ranger-raptor-20-tdi-dc-4x4-aut-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,80000 km,3.2,Diésel,Manual,2019,Pilar,11500000,ARS,https://auto.mercadolibre.com.ar/MLA-1492934212-ford-ranger-2019-32-cd-xls-tdci-200cv-manual-4x2-_JM
Ford Ranger 2019,Ford,Ranger Raptor,2.0 Tdi D/C 4X4 Raptor AT,51000 km,3.2,Diésel,Automática,2019,Capital Federal,42000,ARS,https://auto.mercadolibre.com.ar/MLA-1543918892-ford-ranger-20-tdi-dc-4x4-raptor-at-2019-imolaautos-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Manual 4x4,149920 km,3.2,Diésel,Manual,2019,La Plata,18000000,ARS,https://auto.mercadolibre.com.ar/MLA-1390306263-ford-ranger-dc-4x4-xlt-at-32l-d-_JM
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,33000 km,2.2,Diésel,Manual,2019,Lanús,18700,ARS,https://auto.mercadolibre.com.ar/MLA-1388234235-ford-ranger-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,60000 km,3.2,Diésel,Automática,2019,Colón,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1545930322-ford-ranger-2019-32-cd-xlt-tdci-200cv-automatica-4x4-_JM
Ford Ranger 2019,Ford,Ranger Raptor,2.0 bit 4x4 10a/t,67000 km,2.0,Diésel,Automática,2019,Berazategui,39700,ARS,https://auto.mercadolibre.com.ar/MLA-1518177150-ford-ranger-raptor-2019-financiacion-con-dni-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x2,148000 km,3.2,Diésel,Automática,2019,Rivadavia,17000000,ARS,https://auto.mercadolibre.com.ar/MLA-1498197572-ford-ranger-2019-32-cd-xlt-tdci-200cv-automatica-4x2-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,99850 km,3.2,Diésel,Automática,2019,Victoria,20000000,ARS,https://auto.mercadolibre.com.ar/MLA-1542110160-ford-ranger-limited-at-_JM
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,126000 km,2.2,Diésel,Manual,2019,Bahía Blanca,11200000,ARS,https://auto.mercadolibre.com.ar/MLA-1535325788-ranger-dc-4x2-xl-22l-d-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,67000 km,3.2,Diésel,Automática,2019,La Plata,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1520256810-ford-ranger-4x4-dc-32-limited-automatica-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,57000 km,3.2,Diésel,Automática,2019,Ezeiza,23800,ARS,https://auto.mercadolibre.com.ar/MLA-1391007211-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM
Ford Ranger 2019,Ford,Ranger Raptor,2.0 Biturbo 4x4 10 At,85345 km,2.0,Diésel,Automática secuencial,2019,Capital Federal,45000,ARS,https://auto.mercadolibre.com.ar/MLA-1543130276-ford-ranger-raptor-20-biturbo-4x4-10-at-impecable-_JM
Ford Ranger 2019,Ford,Ranger Raptor,Raptor Bi turbo 4x4 10AT,38000 km,2.0 Bi turbo 10AT,Diésel,Automática,2019,Córdoba,31570000,ARS,https://auto.mercadolibre.com.ar/MLA-1391467237-ford-ranger-raptor-20td-4x4-at-_JM
Ford Ranger 2019,Ford,Ranger Raptor,Ranger Raptor 2.0,40000 km,2.0 Bi turbo 10AT,Diésel,Automática,2019,San Justo,37520000,ARS,https://auto.mercadolibre.com.ar/MLA-1391453387-ford-ranger-raptor-ranger-raptor-20-_JM
Ford Ranger 2019,Ford,Ranger Raptor,Ranger raptor 2.0,70000 km,2.0 Bi turbo 10AT,Diésel,Automática,2019,San Bernardo,39000,ARS,https://auto.mercadolibre.com.ar/MLA-1393062543-ford-ranger-raptor-ranger-raptor-20-_JM
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,80000 km,3.2,Diésel,Automática,2019,Almirante Brown,25000,ARS,https://auto.mercadolibre.com.ar/MLA-1388940903-ford-ranger-2019-black-edition-cabina-doble-4x4-diesel-at-_JM
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 125cv 4x2,29000 km,4,Diésel,Manual,2019,Escobar,25500,ARS,https://auto.mercadolibre.com.ar/MLA-1391971195-ford-ranger-22-tdi-dc-4x2-xl-l19-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,46000 km,3.2,Diésel,Automática,2019,Capital Federal,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1392729755-ford-ranger-limited-4x4-at-32-carhaus-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,117000 km,3.2,Diésel,Automática,2019,Río Cuarto,22400000,ARS,https://auto.mercadolibre.com.ar/MLA-1385258199-ford-ranger-32-limited-4x4-aut-2019-l19-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,62469 km,3.2,Diésel,Automática,2019,Capital Federal,20100000,ARS,https://auto.mercadolibre.com.ar/MLA-1393319019-ford-ranger-32-cd-xlt-tdci-200cv-automatica-4x4-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Manual 4x4,26589 km,3.2,Diésel,Manual,2019,Capital Federal,22050000,ARS,https://auto.mercadolibre.com.ar/MLA-1391517779-ford-ranger-32-cd-xlt-tdci-200cv-manual-4x4-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,50349 km,3.2,Diésel,Automática,2019,Capital Federal,23760000,ARS,https://auto.mercadolibre.com.ar/MLA-1530360538-ford-ranger-32-cd-limited-tdci-200cv-automatica-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,86000 km,3.2,Diésel,Automática,2019,Lomas de Zamora,24900,ARS,https://auto.mercadolibre.com.ar/MLA-1531639496-ford-ranger-4x4-xlt-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x4,30000 km,3.2,Diésel,Manual,2019,Capital Federal,27140000,ARS,https://auto.mercadolibre.com.ar/MLA-1481672858-ford-ranger-32-xls-dc-tdi-4x4-manual-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Manual 4x2,22000 km,3.2,Diésel,Manual,2019,Avellaneda,20140000,ARS,https://auto.mercadolibre.com.ar/MLA-1390120601-ford-ranger-xlt-4x2-mt-2019-_JM
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,33000 km,3.2,Diésel,Automática,2019,Capital Federal,32000,ARS,https://auto.mercadolibre.com.ar/MLA-1506060410-ford-ranger-black-edition-limited-32l-4x4-6at-permuto-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,98700 km,3.2,Diésel,Automática,2019,Ezeiza,29000,ARS,https://auto.mercadolibre.com.ar/MLA-1381985581-ford-ranger-32-cd-limited-tdci-200cv-automatica-2019-_JM
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x2,97410 km,3.2,Eléctrico,Automática,2019,Córdoba,19100000,ARS,https://auto.mercadolibre.com.ar/MLA-1504272484-ford-ranger-dc-4x2-xlt-at-32l-d-2019-_JM
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2008,San Isidro,21500,USD,https://auto.mercadolibre.com.ar/MLA-1393116935-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 1991,Honda,Civic,1.6 Si Hatchback At,200000 km,1.6,Nafta,Automática,1993,Vicente López,28500,USD,https://auto.mercadolibre.com.ar/MLA-1530108130-honda-civic-hatchback-vti-eg6-b16a2-1993-turbo-500hp-_JM
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,165000 km,2.0,Nafta,Manual,2008,San Isidro,12900,USD,https://auto.mercadolibre.com.ar/MLA-1546136918-honda-civic-2008-20-si-mt-_JM
Honda Civic Si 1991,Honda,Civic,1.6 Si Hatchback,111111 km,1.6,Nafta,Manual,1992,Tigre,1500,USD,https://auto.mercadolibre.com.ar/MLA-1526004348-honda-civic-1992-16-si-hatchback-_JM
Honda Civic Si 1991,Honda,Civic,Si,111111 km,2.0,Nafta,Automática,2007,Rosario,7500,USD,https://auto.mercadolibre.com.ar/MLA-1391389007-honda-civic-si-_JM
Acura Legend Coupe 1994,Acura,Legend,3.5 Ls Coupe,150000 km,3.5,Nafta,Manual,1992,Capital Federal,6900,USD,https://auto.mercadolibre.com.ar/MLA-1525586956-acura-legend-1992-35-ls-coupe-_JM
Lexus LS 400 1990,Lexus,LS,4.0 400,80000 km,4.0,Nafta,Manual,1992,Capital Federal,15000,USD,https://auto.mercadolibre.com.ar/MLA-1526546142-lexus-ls-1992-40-400-_JM
Lincoln Town Car 2005,Lincoln,Town Car,Galloway,111111 km,V8,Nafta,Automática,2003,Berazategui,20000,USD,https://auto.mercadolibre.com.ar/MLA-1543063178-lincoln-galloway-town-car-_JM
Jaguar XJS V12 1988,Jaguar,XJ,XJS V12,65000 km,6.0,Nafta,Automática,1989,Capital Federal,65000,USD,https://auto.mercadolibre.com.ar/MLA-1393162229-jaguar-xj-xjs-v12-_JM
Jaguar XJS V12 1988,Jaguar,XJS V12,xls v12 cabrio,45000 km,V12,Nafta,Automática,1989,Capital Federal,70000,USD,https://auto.mercadolibre.com.ar/MLA-1124787869-jaguar-xjs-v12-_JM
Chrysler PT Cruiser GT 2007,Chrysler,PT Cruiser,2.4 Gt Turbo Mtx,132683 km,2.4,Nafta,Manual,2008,Capital Federal,6400,USD,https://auto.mercadolibre.com.ar/MLA-1391123017-chrysler-pt-cruiser-2008-24-gt-turbo-mtx-impecable-_JM
Chrysler PT Cruiser GT 2007,Chrysler,PT Cruiser,2.4 Gt Turbo Mtx,158000 km,2.4,Nafta,Manual,2008,Vicente López,6300,USD,https://auto.mercadolibre.com.ar/MLA-1393115323-chrysler-pt-cruiser-2008-24-gt-turbo-mtx-_JM
Toyota Corolla Hybrid 2020,Toyota,Corolla Cross,1.8 xli hybrid,10000 km,1.8,Híbrido/Nafta,Automática,2022,Córdoba,25000000,USD,https://auto.mercadolibre.com.ar/MLA-1393135969-toyota-corolla-cross-18-xli-hybrid-_JM
Toyota Corolla Hybrid 2020,Toyota,Corolla,1.8 Hybrid SEG CVT,14199 km,1.0,Nafta,Automática,2021,Capital Federal,22900000,USD,https://auto.mercadolibre.com.ar/MLA-1533707130-toyota-corolla-18-hybrid-seg-cvt-_JM
Isuzu VehiCROSS 2001,Isuzu,Vehicross,3.5 V6,65000 km,3.5,Nafta,Manual,2001,Tigre,27500,USD,https://auto.mercadolibre.com.ar/MLA-1390923305-isuzu-vehicross-2001-35-v6-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,548454 km,4.0,Nafta,Manual,1994,Tigre,100000,ARS,https://auto.mercadolibre.com.ar/MLA-1518678852-ford-explorer-1994-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 At,190000 km,4.0,Nafta,Automática,1997,Vicente López,8900,ARS,https://auto.mercadolibre.com.ar/MLA-1543898810-ford-explorer-xlt-4x4-v6-automatica-excelente-estado-1997-at-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,160000 km,4.0,Nafta,Manual,1998,Quilmes,11000,ARS,https://auto.mercadolibre.com.ar/MLA-1478692142-ford-explorer-1998-40-xlt-4x4-limited-unica-mano-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,320000 km,4.0,Nafta,Manual,1999,Vicente López,8000,ARS,https://auto.mercadolibre.com.ar/MLA-1542287968-ford-explorer-1999-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,160000 km,4.0,Nafta,Manual,2001,Capital Federal,6500,ARS,https://auto.mercadolibre.com.ar/MLA-1480906080-ford-explorer-2001-40-xlt-4x4-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,170000 km,4.0,Nafta,Manual,1998,Capital Federal,4450,ARS,https://auto.mercadolibre.com.ar/MLA-1494478730-ford-explorer-1998-40-xlt-4x2-maderomotors-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,111111 km,4.0,Nafta,Manual,1999,Ituzaingó,5000000,ARS,https://auto.mercadolibre.com.ar/MLA-1485882186-ford-explorer-1999-40-xlt-4x2-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,333333 km,4.0,Nafta,Manual,1999,Lomas de Zamora,6200,ARS,https://auto.mercadolibre.com.ar/MLA-1439077130-ford-explorer-40-xlt-4x2-1999-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,111111 km,4.0,Nafta,Manual,1996,Paraná,3600000,ARS,https://auto.mercadolibre.com.ar/MLA-1391691015-ford-explorer-1996-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,127594 km,4.0,Nafta,Manual,2003,Vicente López,9500,ARS,https://auto.mercadolibre.com.ar/MLA-1391296695-ford-explorer-2003-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,197000 km,4.0,Nafta,Manual,1999,Santa María,9500,ARS,https://auto.mercadolibre.com.ar/MLA-1537822370-ford-explorer-1999-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,7000 km,4.0,Nafta,Manual,1998,Córdoba,6000,ARS,https://auto.mercadolibre.com.ar/MLA-1542101044-ford-explorer-40-xlt-4x2-1998-motor-nuevo-c7000km-rec-men-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,264000 km,4.0,Nafta,Manual,1999,Confluencia,4500,ARS,https://auto.mercadolibre.com.ar/MLA-1391946939-ford-explorer-1999-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,250000 km,4.0,Nafta,Manual,1998,Capital Federal,9000,ARS,https://auto.mercadolibre.com.ar/MLA-1537695556-ford-explorer-1998-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,184000 km,4.0,Nafta,Manual,1998,Capital Federal,7000,ARS,https://auto.mercadolibre.com.ar/MLA-1392210977-ford-explorer-1998-40-xlt-4x2-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,550000 km,4.0,Nafta,Manual,1998,General Rodríguez,8000,ARS,https://auto.mercadolibre.com.ar/MLA-1391094547-ford-explorer-1998-40-xlt-4x4-limited-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,260000 km,4.0,Nafta,Manual,1999,Moreno,4300,ARS,https://auto.mercadolibre.com.ar/MLA-1533713134-ford-explorer-1999-40-xlt-4x2-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,200000 km,4.0,Nafta,Manual,2002,San Fernando del Valle de Catamarca,11500,ARS,https://auto.mercadolibre.com.ar/MLA-1393147231-ford-explorer-2002-40-xlt-4x2-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,120000 km,4.0,Nafta,Manual,1998,Capital Federal,7000,ARS,https://auto.mercadolibre.com.ar/MLA-1543220184-ford-explorer-1998-40-xlt-4x2-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,258000 km,4.0,Nafta,Manual,1998,Córdoba,4200,ARS,https://auto.mercadolibre.com.ar/MLA-1539619256-ford-explorer-1998-40-xlt-4x2-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x2,230000 km,4.0,Nafta,Manual,1998,Rosario,4000000,ARS,https://auto.mercadolibre.com.ar/MLA-1528039606-ford-explorer-xlt-4x2-gnc-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Sport,250000 km,4.0,Nafta,Manual,1995,Mar del Plata,4800,ARS,https://auto.mercadolibre.com.ar/MLA-1390760017-ford-explorer-40-xlt-4x4-sport-1995-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 xlt 4x4,190000 km,4.0,Nafta,Manual,1996,Tandil,10000,ARS,https://auto.mercadolibre.com.ar/MLA-1393286227-ford-explorer-40-xlt-4x4-_JM
Ford Explorer XLT 1994,Ford,Explorer,4.0 Xlt 4x4 Limited,250000 km,4.0,Nafta,Manual,1996,Ituzaingó,3200,ARS,https://auto.mercadolibre.com.ar/MLA-1543134356-ford-explorer-1996-40-xlt-4x4-limited-_JM
